"region","category","sub_category","product_id","product_name","sales","discount","profit","original_price","zero_profit_sales","max_discount"
"Central","Office Supplies","Paper","OFF-PA-10003641","Xerox 1909",158.28,0.00,72.81,158.2800000000000000,85.47,0.46000758150113722517
"Central","Office Supplies","Binders","OFF-BI-10004519","GBC DocuBind P100 Manual Binding Machine",497.94,0.00,224.07,497.9400000000000000,273.87,0.44999397517773225690
"East","Office Supplies","Appliances","OFF-AP-10002518","Kensington 7 Outlet MasterPiece Power Center",533.94,0.00,154.84,533.9400000000000000,379.10,0.28999513053901187399
"East","Office Supplies","Paper","OFF-PA-10000806","Xerox 1934",167.94,0.00,82.29,167.9400000000000000,85.65,0.48999642729546266524
"East","Furniture","Furnishings","FUR-FU-10003142","Master Big Foot Doorstop, Beige",31.68,0.00,9.82,31.6800000000000000,21.86,0.30997474747474747475
"East","Furniture","Chairs","FUR-CH-10000454","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",170.79,0.30,0.00,243.9857142857142857,170.79,0.29999999999999999996
"Central","Furniture","Bookcases","FUR-BO-10003894","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.74,0.30,0.00,283.9142857142857143,198.74,0.30000000000000000004
"West","Technology","Accessories","TEC-AC-10001714","Logitech MX Performance Wireless Mouse",63.82,0.20,13.56,79.7750000000000000,50.26,0.36997806330303979944
"West","Furniture","Chairs","FUR-CH-10001190","Global Deluxe High-Back Office Chair in Storm",435.17,0.20,-59.84,543.9625000000000000,495.01,0.08999241675666980720
"West","Furniture","Bookcases","FUR-BO-10000468","O'Sullivan 2-Shelf Heavy-Duty Bookcases",48.58,0.00,7.77,48.5800000000000000,40.81,0.15994236311239193084
"Central","Technology","Accessories","TEC-AC-10001998","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",47.98,0.20,8.40,59.9750000000000000,39.58,0.34005835764902042518
"Central","Office Supplies","Paper","OFF-PA-10001534","Xerox 230",20.74,0.20,7.26,25.9250000000000000,13.48,0.48003857280617164899
"West","Office Supplies","Art","OFF-AR-10003045","Prang Colored Pencils",26.46,0.00,11.91,26.4600000000000000,14.55,0.45011337868480725624
"West","Office Supplies","Paper","OFF-PA-10001363","Xerox 1933",49.12,0.00,23.09,49.1200000000000000,26.03,0.47007328990228013029
"West","Office Supplies","Fasteners","OFF-FA-10002280","Advantus Plastic Paper Clips",15.00,0.00,7.20,15.0000000000000000,7.80,0.48000000000000000000
"South","Office Supplies","Storage","OFF-ST-10003479","Eldon Base for stackable storage shelf, platinum",194.70,0.00,9.74,194.7000000000000000,184.96,0.05002568053415511043
"South","Furniture","Tables","FUR-TA-10004607","Hon 2111 Invitation Series Straight Table",591.32,0.00,112.35,591.3200000000000000,478.97,0.18999864709463573023
"South","Office Supplies","Art","OFF-AR-10001022","SANFORD Liquid Accent Tank-Style Highlighters",2.84,0.00,0.88,2.8400000000000000,1.96,0.30985915492957746479
"West","Office Supplies","Storage","OFF-ST-10004186","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96,0.00,4.44,221.9600000000000000,217.52,0.02000360425301856190
"West","Technology","Accessories","TEC-AC-10000865","WD My Passport Ultra 500GB Portable External Hard Drive",236.00,0.00,40.12,236.0000000000000000,195.88,0.17000000000000000000
"West","Technology","Accessories","TEC-AC-10000023","Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,0.00,15.10,41.9400000000000000,26.84,0.36003814973772055317
"West","Technology","Phones","TEC-PH-10001750","Samsung Rugby III",52.79,0.20,4.62,65.9875000000000000,48.17,0.27001326008713771548
"Central","Furniture","Chairs","FUR-CH-10004997","Hon Every-Day Series Multi-Task Chairs",563.94,0.00,112.79,563.9400000000000000,451.15,0.20000354647657552222
"East","Office Supplies","Appliances","OFF-AP-10000275","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,0.00,735.03,2625.1200000000000000,1890.09,0.27999862863411958310
"East","Office Supplies","Art","OFF-AR-10004999","Newell 315",17.94,0.00,4.49,17.9400000000000000,13.45,0.25027870680044593088
"East","Office Supplies","Storage","OFF-ST-10003816","Fellowes High-Stak Drawer Files",422.86,0.20,15.86,528.5750000000000000,407.00,0.23000520266754954358
"East","Furniture","Chairs","FUR-CH-10003968","Novimex Turbo Task Chair",127.76,0.10,2.84,141.9555555555555556,124.92,0.12000626174076393265
"South","Technology","Phones","TEC-PH-10000730","Samsung Galaxy S4 Active",3499.93,0.00,909.98,3499.9300000000000000,2589.95,0.25999948570399979428
"South","Office Supplies","Labels","OFF-LA-10004409","Avery 492",14.40,0.00,6.62,14.4000000000000000,7.78,0.45972222222222222222
"South","Office Supplies","Paper","OFF-PA-10000675","Xerox 1919",122.97,0.00,60.26,122.9700000000000000,62.71,0.49003822070423680572
"South","Office Supplies","Art","OFF-AR-10001573","American Pencil",9.32,0.00,2.70,9.3200000000000000,6.62,0.28969957081545064378
"South","Office Supplies","Binders","OFF-BI-10001597","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,0.00,59.01,122.9400000000000000,63.93,0.47999023914104441191
"West","Furniture","Furnishings","FUR-FU-10001196","DAX Cubicle Frames - 8x10",17.31,0.00,5.19,17.3100000000000000,12.12,0.29982668977469670711
"Central","Office Supplies","Art","OFF-AR-10004602","Boston KS Multi-Size Manual Pencil Sharpener",128.74,0.20,12.87,160.9250000000000000,115.87,0.27997514370048159080
"East","Furniture","Furnishings","FUR-FU-10000260","6"" Cubicle Wall Clock, Black",58.25,0.20,11.65,72.8125000000000000,46.60,0.36000000000000000000
"East","Furniture","Chairs","FUR-CH-10001146","Global Task Chair, Black",71.25,0.30,-19.34,101.7857142857142857,90.59,0.10999298245614035075
"East","Office Supplies","Art","OFF-AR-10000896","Newell 329",7.87,0.20,0.59,9.8375000000000000,7.28,0.25997458703939008895
"East","Furniture","Chairs","FUR-CH-10000309","Global Comet Stacking Arm Chair",887.27,0.30,-63.38,1267.5285714285714286,950.65,0.24999718236838842744
"Central","Office Supplies","Binders","OFF-BI-10001989","Premium Transparent Presentation Covers by GBC",146.86,0.00,70.49,146.8600000000000000,76.37,0.47998093422306959009
"Central","Office Supplies","Binders","OFF-BI-10001036","Cardinal EasyOpen D-Ring Binders",36.56,0.00,18.28,36.5600000000000000,18.28,0.50000000000000000000
"West","Technology","Phones","TEC-PH-10002103","Jabra SPEAK 410",225.58,0.20,22.56,281.9750000000000000,203.02,0.28000709282737831368
"West","Office Supplies","Art","OFF-AR-10001473","Newell 313",5.25,0.20,0.46,6.5625000000000000,4.79,0.27009523809523809524
"West","Office Supplies","Art","OFF-AR-10000411","Boston 16701 Slimline Battery Pencil Sharpener",38.26,0.20,4.78,47.8250000000000000,33.48,0.29994772608468374281
"West","Office Supplies","Paper","OFF-PA-10000246","Riverleaf Stik-Withit Designer Note Cubes",40.24,0.20,13.08,50.3000000000000000,27.16,0.46003976143141153082
"West","Technology","Machines","TEC-MA-10004086","Plantronics Single Ear Headset",29.93,0.70,-21.95,99.7666666666666667,51.88,0.47998663548279318427
"West","Office Supplies","Paper","OFF-PA-10003039","Xerox 1960",148.70,0.20,46.47,185.8750000000000000,102.23,0.45000672494956287828
"West","Technology","Accessories","TEC-AC-10004633","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",55.92,0.20,16.78,69.9000000000000000,39.14,0.44005722460658082976
"East","Office Supplies","Paper","OFF-PA-10000289","Xerox 213",12.96,0.00,6.22,12.9600000000000000,6.74,0.47993827160493827160
"Central","Furniture","Furnishings","FUR-FU-10003247","36X48 HARDFLOOR CHAIRMAT",25.18,0.60,-33.36,62.9500000000000000,58.54,0.07005559968228752979
"Central","Furniture","Furnishings","FUR-FU-10002191","G.E. Halogen Desk Lamp Bulbs",5.58,0.60,-1.68,13.9500000000000000,7.26,0.47956989247311827957
"Central","Office Supplies","Storage","OFF-ST-10001496","Standard Rollaway File with Lock",1297.37,0.20,97.30,1621.7125000000000000,1200.07,0.25999830426169866730
"Central","Office Supplies","Storage","OFF-ST-10000585","Economy Rollaway Files",264.32,0.20,19.82,330.4000000000000000,244.50,0.25998789346246973366
"West","Office Supplies","Paper","OFF-PA-10001166","Xerox 2",25.92,0.00,12.44,25.9200000000000000,13.48,0.47993827160493827160
"West","Office Supplies","Art","OFF-AR-10003651","Newell 350",22.96,0.00,6.66,22.9600000000000000,16.30,0.29006968641114982578
"West","Office Supplies","Paper","OFF-PA-10001800","Xerox 220",19.44,0.00,9.33,19.4400000000000000,10.11,0.47993827160493827160
"Central","Office Supplies","Paper","OFF-PA-10000791","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9.54,0.00,4.29,9.5400000000000000,5.25,0.44968553459119496855
"Central","Office Supplies","Fasteners","OFF-FA-10000134","Advantus Push Pins, Aluminum Head",5.81,0.00,1.80,5.8100000000000000,4.01,0.30981067125645438898
"Central","Office Supplies","Art","OFF-AR-10001149","Sanford Colorific Colored Pencils, 12/Box",5.76,0.00,1.73,5.7600000000000000,4.03,0.30034722222222222222
"East","Furniture","Furnishings","FUR-FU-10000010","DAX Value U-Channel Document Frames, Easel Back",14.91,0.00,4.62,14.9100000000000000,10.29,0.30985915492957746479
"South","Office Supplies","Binders","OFF-BI-10000201","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6.64,0.70,-4.43,22.1333333333333333,11.07,0.49984939759036144503
"East","Office Supplies","Paper","OFF-PA-10001776","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,0.00,8.71,18.5400000000000000,9.83,0.46979503775620280475
"East","Office Supplies","Binders","OFF-BI-10003656","Fellowes PB200 Plastic Comb Binding Machine",679.96,0.20,220.99,849.9500000000000000,458.97,0.46000352961938937585
"West","Furniture","Tables","FUR-TA-10001539","Chromcraft Rectangular Conference Tables",189.58,0.20,9.48,236.9750000000000000,180.10,0.24000421985441502268
"West","Technology","Phones","TEC-PH-10004100","Griffin GC17055 Auxiliary Audio Cable",71.96,0.20,7.20,89.9500000000000000,64.76,0.28004446914952751529
"West","Technology","Phones","TEC-PH-10001580","Logitech Mobile Speakerphone P710e - speaker phone",539.92,0.20,47.24,674.9000000000000000,492.68,0.26999555489702178100
"West","Furniture","Chairs","FUR-CH-10002335","Hon GuestStacker Chair",725.34,0.20,54.40,906.6750000000000000,670.94,0.25999944853448038161
"West","Office Supplies","Art","OFF-AR-10004707","Staples in misc. colors",7.44,0.00,2.60,7.4400000000000000,4.84,0.34946236559139784946
"East","Office Supplies","Appliances","OFF-AP-10000576","Belkin 7 Outlet SurgeMaster II",39.48,0.00,11.05,39.4800000000000000,28.43,0.27988855116514690983
"Central","Office Supplies","Appliances","OFF-AP-10001394","Harmony Air Purifier",850.50,0.10,245.70,945.0000000000000000,604.80,0.36000000000000000000
"Central","Furniture","Furnishings","FUR-FU-10003724","Westinghouse Clip-On Gooseneck Lamps",75.33,0.00,19.59,75.3300000000000000,55.74,0.26005575467941059339
"West","Office Supplies","Appliances","OFF-AP-10002867","Fellowes Command Center 5-outlet power strip",325.63,0.20,28.49,407.0375000000000000,297.14,0.26999355096274913245
"West","Technology","Accessories","TEC-AC-10002718","Belkin Standard 104 key USB Keyboard",23.34,0.20,-1.46,29.1750000000000000,24.80,0.14995715509854327335
"West","Office Supplies","Labels","OFF-LA-10003121","Avery 506",16.52,0.20,5.37,20.6500000000000000,11.15,0.46004842615012106538
"Central","Office Supplies","Envelopes","OFF-EN-10002230","Airmail Envelopes",335.72,0.20,113.31,419.6500000000000000,222.41,0.47001072322173239604
"Central","Technology","Phones","TEC-PH-10001819","Innergie mMini Combo Duo USB Travel Charging Kit",251.94,0.20,88.18,314.9250000000000000,163.76,0.48000317535921251092
"Central","Furniture","Chairs","FUR-CH-10002304","Global Stack Chair without Arms, Black",127.30,0.30,-9.09,181.8571428571428571,136.39,0.25001571091908876652
"South","Furniture","Chairs","FUR-CH-10002602","DMI Arturo Collection Mission-style Design Wood Chair",1207.84,0.00,314.04,1207.8400000000000000,893.80,0.26000132467876539939
"South","Office Supplies","Binders","OFF-BI-10002414","GBC ProClick Spines for 32-Hole Punch",12.53,0.00,5.89,12.5300000000000000,6.64,0.47007182761372705507
"South","Office Supplies","Art","OFF-AR-10003696","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",34.58,0.00,10.03,34.5800000000000000,24.55,0.29005205320994794679
"South","Furniture","Chairs","FUR-CH-10004495","Global Leather and Oak Executive Chair, Black",300.98,0.00,87.28,300.9800000000000000,213.70,0.28998604558442421423
"South","Furniture","Chairs","FUR-CH-10001270","Harbour Creations Steel Folding Chair",258.75,0.00,77.63,258.7500000000000000,181.12,0.30001932367149758454
"East","Office Supplies","Art","OFF-AR-10001615","Newell 34",59.52,0.00,15.48,59.5200000000000000,44.04,0.26008064516129032258
"East","Office Supplies","Envelopes","OFF-EN-10003286","Staple envelope",57.96,0.00,27.24,57.9600000000000000,30.72,0.46997929606625258799
"East","Furniture","Bookcases","FUR-BO-10003660","Bush Cubix Collection Bookcases, Fully Assembled",441.96,0.00,101.65,441.9600000000000000,340.31,0.22999818988143723414
"East","Office Supplies","Paper","OFF-PA-10002764","Easy-staple paper",68.04,0.00,33.34,68.0400000000000000,34.70,0.49000587889476778366
"West","Technology","Machines","TEC-MA-10001695","Zebra GK420t Direct Thermal/Thermal Transfer Printer",703.71,0.70,-938.28,2345.7000000000000000,1641.99,0.30000000000000000000
"West","Office Supplies","Binders","OFF-BI-10002824","Recycled Easel Ring Binders",17.90,0.70,-14.92,59.6666666666666667,32.82,0.44994413407821229081
"West","Office Supplies","Binders","OFF-BI-10002571","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.98,0.70,-9.18,39.9333333333333333,21.16,0.47011686143572620991
"West","Technology","Accessories","TEC-AC-10001553","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,0.20,0.85,84.9500000000000000,67.11,0.21000588581518540318
"West","Furniture","Chairs","FUR-CH-10003973","GuestStacker Chair with Chrome Finish Legs",892.22,0.20,89.22,1115.2750000000000000,803.00,0.27999820672031561722
"South","Technology","Machines","TEC-MA-10002073","3D Systems Cube Printer, 2nd Generation, White",1299.99,0.50,-572.00,2599.9800000000000000,1871.99,0.27999830767928984069
"West","Office Supplies","Binders","OFF-BI-10003529","Avery Round Ring Poly Binders",4.54,0.20,1.65,5.6750000000000000,2.89,0.49074889867841409692
"West","Furniture","Chairs","FUR-CH-10000309","Global Comet Stacking Arm Chair",1352.03,0.20,84.50,1690.0375000000000000,1267.53,0.24999889055716219315
"East","Furniture","Tables","FUR-TA-10004154","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,0.40,-464.70,2581.6500000000000000,2013.69,0.21999883795247225612
"East","Office Supplies","Envelopes","OFF-EN-10003286","Staple envelope",19.87,0.20,6.71,24.8375000000000000,13.16,0.47015601409159536990
"Central","Technology","Accessories","TEC-AC-10001552","Logitech K350 2.4Ghz Wireless Keyboard",119.45,0.20,-13.44,149.3125000000000000,132.89,0.10998744244453746337
"Central","Office Supplies","Storage","OFF-ST-10002790","Safco Industrial Shelving",118.16,0.20,-25.11,147.7000000000000000,143.27,0.02999322951929587001
"South","Office Supplies","Art","OFF-AR-10003217","Newell 316",19.56,0.00,5.48,19.5600000000000000,14.08,0.28016359918200408998
"West","Furniture","Furnishings","FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,0.00,29.15,80.9600000000000000,51.81,0.36005434782608695652
"West","Office Supplies","Paper","OFF-PA-10003848","Xerox 1997",25.92,0.00,12.44,25.9200000000000000,13.48,0.47993827160493827160
"West","Office Supplies","Appliances","OFF-AP-10000240","Belkin F9G930V10-GRY 9 Outlet Surge",106.96,0.00,31.02,106.9600000000000000,75.94,0.29001495886312640239
"West","Furniture","Furnishings","FUR-FU-10004091","Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,0.00,76.98,187.7600000000000000,110.78,0.40999147848317000426
"East","Office Supplies","Binders","OFF-BI-10001071","GBC ProClick Punch Binding System",76.78,0.70,-53.74,255.9333333333333333,130.52,0.49002344360510549616
"Central","Office Supplies","Binders","OFF-BI-10003676","GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.90,0.00,25.87,53.9000000000000000,28.03,0.47996289424860853432
"Central","Furniture","Furnishings","FUR-FU-10004864","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.73,0.60,-53.71,191.8250000000000000,130.44,0.32000521308484295582
"Central","Office Supplies","Binders","OFF-BI-10003708","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,0.80,-18.25,52.1500000000000000,28.68,0.45004793863854266539
"West","Office Supplies","Art","OFF-AR-10002067","Newell 334",99.20,0.00,25.79,99.2000000000000000,73.41,0.25997983870967741935
"South","Office Supplies","Art","OFF-AR-10003158","Fluorescent Highlighters by Dixon",15.92,0.20,2.79,19.9000000000000000,13.13,0.34020100502512562814
"South","Furniture","Furnishings","FUR-FU-10000193","Tenex Chairmats For Use with Hard Floors",129.92,0.00,10.39,129.9200000000000000,119.53,0.07997229064039408867
"East","Office Supplies","Binders","OFF-BI-10000977","Ibico Plastic Spiral Binding Combs",30.40,0.00,13.98,30.4000000000000000,16.42,0.45986842105263157895
"East","Technology","Copiers","TEC-CO-10001449","Hewlett Packard LaserJet 3310 Copier",5399.91,0.00,2591.96,5399.9100000000000000,2807.95,0.48000059260246930041
"East","Office Supplies","Storage","OFF-ST-10000136","Letter Size File",119.10,0.00,34.54,119.1000000000000000,84.56,0.29000839630562552477
"East","Office Supplies","Paper","OFF-PA-10000743","Xerox 1977",40.08,0.00,19.24,40.0800000000000000,20.84,0.48003992015968063872
"East","Office Supplies","Paper","OFF-PA-10001019","Xerox 1884",59.94,0.00,28.17,59.9400000000000000,31.77,0.46996996996996996997
"East","Technology","Accessories","TEC-AC-10003095","Logitech G35 7.1-Channel Surround Sound Headset",259.98,0.00,88.39,259.9800000000000000,171.59,0.33998769136087391338
"East","Furniture","Bookcases","FUR-BO-10002916","Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,0.00,32.49,170.9800000000000000,138.49,0.19002222482161656334
"East","Furniture","Furnishings","FUR-FU-10002506","Tensor ""Hersey Kiss"" Styled Floor Lamp",38.97,0.00,4.68,38.9700000000000000,34.29,0.12009237875288683603
"East","Office Supplies","Paper","OFF-PA-10003823","Xerox 197",154.90,0.00,69.71,154.9000000000000000,85.19,0.45003227888960619755
"East","Furniture","Tables","FUR-TA-10004619","Hon Non-Folding Utility Tables",446.07,0.30,0.00,637.2428571428571429,446.07,0.30000000000000000005
"West","Office Supplies","Appliances","OFF-AP-10001271","Eureka The Boss Cordless Rechargeable Stick Vac",152.94,0.00,41.29,152.9400000000000000,111.65,0.26997515365502811560
"South","Technology","Accessories","TEC-AC-10002331","Maxell 74 Minute CDR, 10/Pack",23.47,0.20,4.99,29.3375000000000000,18.48,0.37008947592671495526
"East","Office Supplies","Paper","OFF-PA-10003228","Xerox 1917",195.64,0.00,91.95,195.6400000000000000,103.69,0.46999591085667552648
"East","Office Supplies","Paper","OFF-PA-10002586","Xerox 1970",14.94,0.00,7.02,14.9400000000000000,7.92,0.46987951807228915663
"East","Technology","Accessories","TEC-AC-10002049","Plantronics Savi W720 Multi-Device Wireless Headset System",1687.80,0.00,742.63,1687.8000000000000000,945.17,0.43999881502547695225
"East","Furniture","Bookcases","FUR-BO-10000362","Sauder Inglewood Library Bookcases",341.96,0.00,78.65,341.9600000000000000,263.31,0.22999766054509299333
"East","Furniture","Chairs","FUR-CH-10004218","Global Fabric Manager's Chair, Dark Gray",605.88,0.00,151.47,605.8800000000000000,454.41,0.25000000000000000000
"Central","Office Supplies","Appliances","OFF-AP-10003779","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",186.73,0.10,41.50,207.4777777777777778,145.23,0.30002142130348631722
"Central","Office Supplies","Binders","OFF-BI-10003527","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",3812.97,0.00,1906.49,3812.9700000000000000,1906.48,0.50000131131375279638
"East","Office Supplies","Binders","OFF-BI-10002897","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.42,0.20,9.58,33.0250000000000000,16.84,0.49008327024981074943
"East","Technology","Phones","TEC-PH-10002584","Samsung Galaxy S4",625.99,0.00,187.80,625.9900000000000000,438.19,0.30000479240882442212
"Central","Furniture","Tables","FUR-TA-10001095","Chromcraft Round Conference Tables",1568.61,0.00,329.41,1568.6100000000000000,1239.20,0.21000121126347530616
"Central","Office Supplies","Binders","OFF-BI-10004002","Wilson Jones International Size A4 Ring Binders",17.30,0.00,8.30,17.3000000000000000,9.00,0.47976878612716763006
"Central","Technology","Accessories","TEC-AC-10004518","Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive",160.00,0.00,62.40,160.0000000000000000,97.60,0.39000000000000000000
"South","Office Supplies","Appliances","OFF-AP-10002191","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",179.94,0.00,50.38,179.9400000000000000,129.56,0.27998221629432032900
"South","Furniture","Tables","FUR-TA-10004575","Hon 5100 Series Wood Tables",872.94,0.00,157.13,872.9400000000000000,715.81,0.18000091644328361629
"South","Office Supplies","Paper","OFF-PA-10003177","Xerox 1999",12.96,0.00,6.22,12.9600000000000000,6.74,0.47993827160493827160
"West","Office Supplies","Labels","OFF-LA-10003923","Alphabetical Labels for Top Tab Filing",88.80,0.00,44.40,88.8000000000000000,44.40,0.50000000000000000000
"West","Technology","Phones","TEC-PH-10001051","HTC One",319.97,0.20,36.00,399.9625000000000000,283.97,0.29000843829108978967
"West","Furniture","Chairs","FUR-CH-10004754","Global Stack Chair with Arms, Black",167.89,0.20,14.69,209.8625000000000000,153.20,0.26999821311573053785
"Central","Office Supplies","Paper","OFF-PA-10000357","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,0.20,59.44,204.9500000000000000,104.52,0.49002195657477433520
"Central","Office Supplies","Binders","OFF-BI-10001787","Wilson Jones Four-Pocket Poly Binders",5.23,0.80,-8.11,26.1500000000000000,13.34,0.48986615678776290631
"East","Technology","Copiers","TEC-CO-10002313","Canon PC1080F Personal Copier",1199.98,0.00,467.99,1199.9800000000000000,731.99,0.38999816663611060184
"East","Office Supplies","Storage","OFF-ST-10002790","Safco Industrial Shelving",73.85,0.00,2.22,73.8500000000000000,71.63,0.03006093432633716994
"East","Office Supplies","Supplies","OFF-SU-10001664","Acme Office Executive Series Stainless Steel Trimmers",25.71,0.00,6.68,25.7100000000000000,19.03,0.25982108129132633217
"East","Office Supplies","Fasteners","OFF-FA-10001332","Acco Banker's Clasps, 5 3/4""-Long",17.28,0.00,8.12,17.2800000000000000,9.16,0.46990740740740740741
"East","Furniture","Tables","FUR-TA-10003473","Bretford Rectangular Conference Table Tops",526.58,0.30,-52.66,752.2571428571428571,579.24,0.22999734133465000565
"Central","Office Supplies","Paper","OFF-PA-10000605","Xerox 1950",11.56,0.00,5.66,11.5600000000000000,5.90,0.48961937716262975779
"Central","Technology","Phones","TEC-PH-10002170","ClearSounds CSC500 Amplified Spirit Phone Corded phone",209.97,0.00,58.79,209.9700000000000000,151.18,0.27999237986379006525
"Central","Furniture","Tables","FUR-TA-10004147","Hon 4060 Series Tables",447.84,0.00,98.52,447.8400000000000000,349.32,0.21998928188638799571
"Central","Technology","Accessories","TEC-AC-10003911","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",479.97,0.00,163.19,479.9700000000000000,316.78,0.34000041669270996104
"Central","Office Supplies","Art","OFF-AR-10002578","Newell 335",8.64,0.00,2.51,8.6400000000000000,6.13,0.29050925925925925926
"West","Office Supplies","Art","OFF-AR-10001761","Avery Hi-Liter Smear-Safe Highlighters",11.68,0.00,4.20,11.6800000000000000,7.48,0.35958904109589041096
"East","Technology","Accessories","TEC-AC-10001553","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.78,0.20,0.51,50.9750000000000000,40.27,0.21000490436488474743
"East","Office Supplies","Binders","OFF-BI-10000309","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.70,0.70,-9.59,45.6666666666666667,23.29,0.49000000000000000037
"West","Technology","Phones","TEC-PH-10003095","Samsung HM1900 Bluetooth Headset",87.80,0.20,32.93,109.7500000000000000,54.87,0.50004555808656036446
"South","Furniture","Furnishings","FUR-FU-10001876","Computer Room Manger, 14""",77.95,0.20,15.59,97.4375000000000000,62.36,0.36000000000000000000
"South","Office Supplies","Storage","OFF-ST-10001522","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.18,0.20,-29.44,183.9750000000000000,176.62,0.03997825791547764642
"South","Office Supplies","Paper","OFF-PA-10000300","Xerox 1936",47.95,0.20,16.18,59.9375000000000000,31.77,0.46994786235662148071
"West","Office Supplies","Appliances","OFF-AP-10001469","Fellowes 8 Outlet Superior Workstation Surge Protector",250.26,0.00,72.58,250.2600000000000000,177.68,0.29001838088388076401
"East","Technology","Accessories","TEC-AC-10001553","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.78,0.20,0.51,50.9750000000000000,40.27,0.21000490436488474743
"West","Office Supplies","Paper","OFF-PA-10004041","It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.60,0.20,9.25,37.0000000000000000,20.35,0.45000000000000000000
"West","Office Supplies","Binders","OFF-BI-10002764","Recycled Pressboard Report Cover with Reinforced Top Hinge",1.94,0.70,-1.36,6.4666666666666667,3.30,0.48969072164948453871
"West","Technology","Accessories","TEC-AC-10001114","Microsoft Wireless Mobile Mouse 4000",159.96,0.00,51.19,159.9600000000000000,108.77,0.32001750437609402351
"East","Office Supplies","Art","OFF-AR-10001615","Newell 34",59.52,0.00,15.48,59.5200000000000000,44.04,0.26008064516129032258
"East","Office Supplies","Envelopes","OFF-EN-10000461","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,0.00,8.22,17.4800000000000000,9.26,0.47025171624713958810
"East","Office Supplies","Binders","OFF-BI-10004506","Wilson Jones data.warehouse D-Ring Binders with DublLock",13.17,0.20,4.61,16.4625000000000000,8.56,0.48003037205770690964
"West","Office Supplies","Appliances","OFF-AP-10000027","Hoover Commercial SteamVac",40.74,0.00,12.22,40.7400000000000000,28.52,0.29995090819833087874
"Central","Furniture","Chairs","FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs",179.89,0.30,-2.57,256.9857142857142857,182.46,0.28999944410473066870
"East","Office Supplies","Appliances","OFF-AP-10003849","Hoover Shoulder Vac Commercial Portable Vacuum",286.26,0.20,17.89,357.8250000000000000,268.37,0.24999650667225599106
"East","Office Supplies","Storage","OFF-ST-10004963","Eldon Gobal File Keepers",24.22,0.20,-4.84,30.2750000000000000,29.06,0.04013212221304706854
"East","Office Supplies","Storage","OFF-ST-10002574","SAFCO Commercial Wire Shelving, Black",331.54,0.20,-82.88,414.4250000000000000,414.42,0.00001206490921155818
"East","Office Supplies","Art","OFF-AR-10001761","Avery Hi-Liter Smear-Safe Highlighters",17.52,0.00,6.31,17.5200000000000000,11.21,0.36015981735159817352
"Central","Office Supplies","Art","OFF-AR-10000716","DIXON Ticonderoga Erasable Checking Pencils",17.86,0.20,4.24,22.3250000000000000,13.62,0.38992161254199328108
"South","Technology","Accessories","TEC-AC-10002637","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)",431.98,0.20,-75.60,539.9750000000000000,507.58,0.05999351821843603871
